State,Action
[[[[1.0 1.0 1.0 1.0 ]] [[1.06000691 1.06725954 1.05439475 1.06276982]] [[0.77639631 0.78387567 0.77445362 0.78222438]] [[0.92700148 0.93041795 0.90741373 0.92073796]] [[1.03032465 1.0371031 1.02033535 1.03496254]] [[0.94668034 0.95757498 0.94309151 0.95206357]]]],[[0.06131674 0.5670916 0.09952895 0.19653824 0.04187013 0.03365435]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.0652737 1.06984977 1.05810741 1.0652737 ]] [[0.78280719 0.78339 0.76862555 0.77775619]] [[0.91743537 0.92016855 0.9025168 0.91868808]] [[1.04316803 1.04352479 1.02497324 1.0353193 ]] [[0.9579595 0.96359908 0.94655217 0.95231992]]]],[[0.15361685 0.30942553 0.05867286 0.24603717 0.03360138 0.19864625]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.06190641 1.06630979 1.05568986 1.06328786]] [[0.77950461 0.78232152 0.77280233 0.77775619]] [[0.9140189 0.92665983 0.91117185 0.92221843]] [[1.05387085 1.05636818 1.04602212 1.04637888]] [[0.97423738 0.97962061 0.95706229 0.96065112]]]],[[0.5687754 0.0887418 0.03980028 0.02069997 0.19681214 0.08517043]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.05655327 1.05828009 1.05085477 1.05612157]] [[0.78960661 0.79456047 0.76930549 0.77610491]] [[0.91060244 0.91834643 0.90479444 0.91231067]] [[1.03888691 1.06992508 1.03317874 1.06778452]] [[0.97897975 0.98385029 0.96436811 0.97269931]]]],[[0.12324438 0.19843088 0.17367676 0.09506918 0.3283774 0.08120147]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.0473148 1.05888448 1.0439475 1.05853911]] [[0.79640602 0.80446819 0.79038368 0.79456047]] [[0.89215351 0.91003303 0.89055916 0.90934973]] [[1.01141634 1.02033535 1.00963254 1.01748127]] [[0.96564983 0.98064599 0.96539349 0.97987695]]]],[[0.10726688 0.3140391 0.23263264 0.04933455 0.11166254 0.18506426]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.02262131 1.05828009 1.01467795 1.04904162]] [[0.79067508 0.79902865 0.78387567 0.79825158]] [[0.88816763 0.89397563 0.878146 0.89055916]] [[0.99036746 0.9982162 0.98358901 0.99571887]] [[0.97116124 0.97462189 0.96142015 0.96885414]]]],[[0.12157659 0.0743934 0.23397963 0.12630485 0.26168814 0.18205735]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.98981178 1.01623208 0.9778104 1.01381454]] [[0.79708596 0.79825158 0.78844099 0.79096649]] [[0.89818927 0.90365562 0.88600387 0.88907869]] [[0.97609704 0.98251873 0.97003211 0.98109169]] [[0.96475263 0.97513458 0.96167649 0.96808511]]]],[[0.06561579 0.20451003 0.06389086 0.3807237 0.10701183 0.1782477 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.99637368 1.01398722 0.96788119 0.97522017]] [[0.80990772 0.81709568 0.79815444 0.80407965]] [[0.90900809 0.91584102 0.90513609 0.90638879]] [[0.96717802 0.97288619 0.96325366 0.96717802]] [[0.96103563 0.97628813 0.9602666 0.97475006]]]],[[0.02451273 0.04853136 0.16955847 0.29569942 0.31290486 0.14879318]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.99404248 1.00587118 0.98523571 1.00129511]] [[0.79834871 0.81233609 0.7971831 0.81078193]] [[0.89921421 0.91959913 0.89556998 0.90934973]] [[0.94755619 0.95825901 0.94363182 0.95576168]] [[0.94309151 0.96667521 0.942707 0.96513714]]]],[[0.02589408 0.523424  0.10711022 0.11895102 0.0458006 0.17882013]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.99740977 1.00371266 0.988603 0.98929373]] [[0.80320544 0.80543953 0.79145216 0.79524041]] [[0.89761986 0.91333561 0.89579775 0.90707209]] [[0.95718873 0.95754549 0.94719943 0.95148056]] [[0.95116637 0.95244809 0.93975904 0.94437324]]]],[[0.05341181 0.12892379 0.57801056 0.06869198 0.05349679 0.11746508]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.03367294 1.03600414 1.0061302 1.0061302 ]] [[0.81223895 0.81515299 0.80806217 0.81000486]] [[0.91641043 0.92233231 0.90536385 0.90946361]] [[0.96860507 0.96931859 0.95861577 0.95861577]] [[0.9533453 0.96359908 0.94655217 0.95988208]]]],[[0.09420426 0.13395517 0.02089195 0.15560848 0.08989128 0.5054489 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.97988258 1.02037645 0.97850112 1.01718183]] [[0.81495872 0.82428363 0.80670228 0.81651287]] [[0.88076529 0.91105797 0.8672133 0.90513609]] [[0.97574028 0.98501605 0.97145915 0.97752408]] [[0.94027173 0.9519354 0.93847731 0.94603948]]]],[[0.1252756 0.17572406 0.05682453 0.17017871 0.20600054 0.26599655]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.99499223 0.99654637 0.946555 0.97159385]] [[0.81418164 0.81728995 0.79728023 0.80777076]] [[0.83566792 0.84102038 0.80890559 0.8235964 ]] [[0.95326436 0.95825901 0.93649661 0.95825901]] [[0.94257883 0.94629582 0.92783902 0.93399128]]]],[[0.07780214 0.15678218 0.4069659 0.09987529 0.16243401 0.0961405 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.99421516 1.00500777 0.98894837 1.0018995 ]] [[0.81894123 0.82399223 0.80621661 0.81418164]] [[0.85536955 0.87381847 0.83885662 0.84272862]] [[0.96218337 0.96682126 0.95968605 0.9628969 ]] [[0.94757754 0.95385799 0.94052807 0.94116893]]]],[[0.14755416 0.1161689 0.18531285 0.11704729 0.3808524 0.05306442]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.00120877 1.0042307 0.9843723 0.98704887]] [[0.83652258 0.83904808 0.81554153 0.81554153]] [[0.85138367 0.85969707 0.8479672 0.84876438]] [[0.96753478 0.96896183 0.96039957 0.96575098]] [[0.95129454 0.95360164 0.94142528 0.94655217]]]],[[0.02948809 0.29879037 0.24548502 0.28799495 0.05133547 0.08690611]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.01156968 1.01580038 0.99723709 1.0018995 ]] [[0.84283633 0.84293346 0.82467217 0.83535697]] [[0.85628061 0.85685002 0.84455073 0.85240861]] [[0.95718873 0.96039957 0.94862647 0.95183732]] [[0.95372981 0.95411433 0.94206614 0.94847475]]]],[[0.04607318 0.25007147 0.46549734 0.02161301 0.06317885 0.1535661 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.00587118 1.01398722 1.00164048 1.00526679]] [[0.83972802 0.84749879 0.83564837 0.84487615]] [[0.84136203 0.85559731 0.8396538 0.84329803]] [[0.95861577 0.96432394 0.95683197 0.95932929]] [[0.95449885 0.95783133 0.94860292 0.95180723]]]],[[0.12493907 0.09351012 0.36877304 0.13651933 0.05657389 0.21968454]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.99300639 1.00604386 0.99015714 1.00241754]] [[0.83030597 0.83992229 0.82768334 0.83652258]] [[0.83270698 0.8377178 0.82917663 0.83304863]] [[0.95005351 0.9546914 0.9429183 0.95433464]] [[0.95360164 0.96077929 0.94424507 0.9510382 ]]]],[[0.15207487 0.17494659 0.08750016 0.28938502 0.03613854 0.25995484]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.97262994 0.98730789 0.96382317 0.98497669]] [[0.80320544 0.82467217 0.80320544 0.82234094]] [[0.80081995 0.82883498 0.79751737 0.8197244 ]] [[0.91045309 0.92686407 0.90724224 0.92436675]] [[0.94783389 0.95526788 0.93322225 0.94283517]]]],[[0.01029947 0.79534197 0.07809642 0.06391259 0.02080812 0.03154145]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.91314108 0.96615438 0.91210499 0.95346227]] [[0.76610005 0.79805731 0.76610005 0.79592035]] [[0.77644915 0.80469195 0.77644915 0.78943173]] [[0.87442026 0.90260435 0.8740635 0.89475562]] [[0.91245834 0.9436042 0.90951038 0.92924891]]]],[[0.14957906 0.32698664 0.14880848 0.19823821 0.13578154 0.04060606]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.89034709 0.93938871 0.79433604 0.81911587]] [[0.72141816 0.75590092 0.69286061 0.72850898]] [[0.74934518 0.76847739 0.66051703 0.66233914]] [[0.82946843 0.85265787 0.76739208 0.80128434]] [[0.87618559 0.9107921 0.76903358 0.82235324]]]],[[0.05877647 0.28751105 0.05167051 0.2532467 0.13250865 0.2162866 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.89570022 0.95933345 0.89362804 0.95933345]] [[0.7243322 0.76085478 0.72336085 0.74813016]] [[0.78089056 0.80093383 0.76859128 0.78396538]] [[0.8487335 0.8858366 0.84837674 0.88547984]] [[0.85836965 0.92027685 0.85362728 0.91886696]]]],[[0.1925777 0.3590171 0.14401521 0.07980637 0.15534279 0.06924085]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.94707304 0.94879986 0.90701088 0.92453808]] [[0.75114133 0.7538611 0.72423507 0.73958232]] [[0.7819155 0.7909122 0.74877577 0.78521808]] [[0.89332858 0.8940421 0.86193364 0.88762041]] [[0.90604973 0.9098949 0.87028967 0.88913099]]]],[[0.04078122 0.57358754 0.18225995 0.06107198 0.0501901 0.09210918]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.97496115 0.97772405 0.94992229 0.96900363]] [[0.76648859 0.77008256 0.75172414 0.76163186]] [[0.80674183 0.815283 0.79740348 0.80674183]] [[0.92258295 0.92579379 0.91045309 0.91080985]] [[0.92796719 0.92912074 0.90745963 0.92207126]]]],[[0.04919816 0.16828871 0.50285316 0.08841731 0.06406211 0.12718059]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.97815576 0.97832844 0.96304611 0.96848558]] [[0.77124818 0.77173385 0.75522098 0.76172899]] [[0.7979729 0.80286983 0.78635691 0.79353149]] [[0.92293971 0.92971816 0.91687478 0.92864788]] [[0.92873622 0.93142784 0.91771341 0.92412202]]]],[[0.03392524 0.25537816 0.18546027 0.23173842 0.06595679 0.22754112]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.97357969 0.98886203 0.96701779 0.96727681]] [[0.76318601 0.77416221 0.76056338 0.77105391]] [[0.75298941 0.78920396 0.75185059 0.78783738]] [[0.91972886 0.92864788 0.91723154 0.9211559 ]] [[0.91386824 0.92386568 0.90771597 0.92168675]]]],[[0.0233866 0.09512341 0.47655988 0.15975633 0.05260576 0.19256806]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.93006389 0.9659817 0.92695562 0.95104472]] [[0.7381253 0.75590092 0.73462846 0.74861583]] [[0.7382986 0.76118893 0.72941578 0.7331739 ]] [[0.88762041 0.90153407 0.88298252 0.89653942]] [[0.88387593 0.90220456 0.87798001 0.88964368]]]],[[0.15478297 0.55737406 0.01421147 0.18108003 0.05196032 0.04059117]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.96995338 0.96995338 0.94223796 0.95173545]] [[0.75036425 0.75114133 0.73375425 0.74793589]] [[0.74638424 0.75162282 0.73989295 0.74809247]] [[0.90866928 0.90866928 0.88904745 0.90082055]] [[0.8923353 0.89656498 0.88054345 0.89643681]]]],[[0.32146513 0.05825984 0.07280772 0.36347783 0.04512269 0.1388668 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.95294422 0.97375237 0.95009497 0.97124849]] [[0.76075765 0.7727052 0.75143273 0.75376396]] [[0.75697529 0.76175834 0.74490377 0.74957294]] [[0.90331787 0.9175883 0.89903675 0.9158045 ]] [[0.90233274 0.91104845 0.89707767 0.9029736 ]]]],[[0.1626968 0.21336316 0.13985994 0.10112633 0.24253304 0.14042075]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.94344673 0.95363495 0.93688482 0.9408565 ]] [[0.74686741 0.76027198 0.74201068 0.74783876]] [[0.72782143 0.74672589 0.72133014 0.74490377]] [[0.87620407 0.88476632 0.87263646 0.87763111]] [[0.88643937 0.89605229 0.87977442 0.88810561]]]],[[0.07110717 0.24671412 0.5016586 0.02653946 0.04939787 0.1045827 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.96969435 0.97185288 0.95251252 0.96399586]] [[0.77493929 0.77620204 0.75891209 0.76386595]] [[0.69365676 0.76084728 0.68614053 0.74911741]] [[0.88833393 0.89083125 0.87656083 0.87656083]] [[0.90399897 0.91015124 0.89143809 0.90681876]]]],[[0.08774491 0.44730166 0.16175844 0.20770079 0.03822444 0.05726975]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.95104472 0.98445864 0.94776377 0.98221378]] [[0.76270034 0.79174356 0.75988344 0.78474988]] [[0.7293019 0.73647648 0.71210568 0.71438333]] [[0.8940421 0.91723154 0.89190153 0.91330717]] [[0.89207895 0.91489362 0.88990003 0.90681876]]]],[[0.21119091 0.08791444 0.4311649 0.03688132 0.02295443 0.209894 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.97193922 0.97806942 0.9488862 0.95208082]] [[0.76444876 0.76707139 0.75774648 0.76376882]] [[0.72691037 0.73169343 0.72133014 0.72338003]] [[0.92508027 0.93078844 0.91152337 0.91865858]] [[0.90015381 0.90553704 0.89028454 0.89079723]]]],[[0.09356129 0.24187754 0.0380665 0.49944437 0.03223388 0.09481648]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.98609912 0.98609912 0.96494561 0.96520463]] [[0.76920835 0.76959689 0.75706654 0.76192326]] [[0.73602095 0.73784307 0.71404168 0.72167179]] [[0.93328577 0.93435605 0.92293971 0.92793436]] [[0.90694694 0.9075878 0.89028454 0.89541143]]]],[[0.11262804 0.16832776 0.24984132 0.1607608 0.07079591 0.23764613]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.99559662 1.00923847 0.99171128 1.00656191]] [[0.76211753 0.77134531 0.76036911 0.77076251]] [[0.71290286 0.72041909 0.70014805 0.71233345]] [[0.92615055 0.92650731 0.91972886 0.92615055]] [[0.89733402 0.90745963 0.89220713 0.90643425]]]],[[0.14568797 0.10282049 0.09500143 0.11957891 0.01397861 0.5229326 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.00397168 1.0061302 0.98791228 1.00094975]] [[0.77251093 0.77814473 0.76056338 0.76357455]] [[0.73852636 0.74433436 0.6959344 0.6998064 ]] [[0.92186943 0.92436675 0.9058152 0.91223689]] [[0.90374263 0.90681876 0.8909254 0.90335811]]]],[[0.0804439 0.5021644 0.05306775 0.06822262 0.03669082 0.2594106 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.00509411 1.00621654 0.99671905 1.00371266]] [[0.78222438 0.78358426 0.7704711 0.77231666]] [[0.76563034 0.77531033 0.74319554 0.74718141]] [[0.93257224 0.93899394 0.92293971 0.92579379]] [[0.9098949 0.91143297 0.89784671 0.9029736 ]]]],[[0.13717082 0.3265404 0.12542692 0.19694039 0.14098252 0.07293896]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.98359523 1.00578484 0.98186842 0.99861855]] [[0.78008742 0.79533754 0.77416221 0.7814473 ]] [[0.75162282 0.75902517 0.74706753 0.75629199]] [[0.94256154 0.95825901 0.94149126 0.94719943]] [[0.90951038 0.92694181 0.90361446 0.91386824]]]],[[0.0524811 0.32436192 0.09239799 0.08620441 0.30065608 0.14389853]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.97953721 0.98687619 0.96589535 0.96883094]] [[0.78921807 0.82515784 0.7592035 0.76289461]] [[0.74877577 0.74877577 0.72896026 0.74478989]] [[0.90652872 0.92436675 0.90296111 0.91901534]] [[0.89451423 0.9075878 0.89348885 0.89489874]]]],[[0.25499758 0.14294139 0.17345989 0.11703002 0.13542517 0.17614593]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.99473321 0.99611466 0.98135037 0.98143671]] [[0.80932492 0.81291889 0.79086935 0.79086935]] [[0.72770755 0.75617811 0.71700262 0.74456212]] [[0.90831252 0.91901534 0.90438816 0.91223689]] [[0.90720328 0.91412458 0.90002563 0.90515252]]]],[[0.07317483 0.25424373 0.33203816 0.12520488 0.04631218 0.16902614]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.97910551 0.9858401 0.97150751 0.97893283]] [[0.82234094 0.82399223 0.79426906 0.79630889]] [[0.7049311 0.72053297 0.70128687 0.71677485]] [[0.89261506 0.89725294 0.88333928 0.8940421 ]] [[0.90041015 0.90220456 0.88836196 0.89720584]]]],[[0.15669654 0.38639387 0.18645017 0.0529009 0.06338213 0.15417644]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.98704887 0.9905025 0.9782421 0.98109135]] [[0.83050024 0.8351627 0.81641574 0.82486644]] [[0.68329347 0.70948639 0.67964924 0.70561439]] [[0.89118801 0.89618266 0.882269 0.89261506]] [[0.90938221 0.91181748 0.89592412 0.8992566 ]]]],[[0.03211462 0.10487615 0.30111626 0.31576115 0.09259924 0.15353265]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.99292005 0.99723709 0.9702124 0.9778104 ]] [[0.81505585 0.82923749 0.80971345 0.82632346]] [[0.68238242 0.68716547 0.66290855 0.6766883 ]] [[0.89261506 0.8940421 0.87442026 0.89332858]] [[0.90028198 0.9052807 0.89259164 0.90169187]]]],[[0.11600955 0.48494667 0.10575123 0.0738042 0.04816545 0.17132291]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.99041616 1.00751166 0.98445864 1.00535313]] [[0.80747936 0.82292375 0.80213696 0.82282661]] [[0.67463842 0.69285958 0.67099419 0.69046806]] [[0.90403139 0.92151267 0.8976097 0.91794506]] [[0.90604973 0.915919 0.89989746 0.91245834]]]],[[0.01709908 0.6631699 0.03584405 0.19770813 0.06134957 0.02482924]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.97081678 0.98920739 0.97081678 0.98299085]] [[0.78212725 0.80621661 0.77736765 0.805051 ]] [[0.65357021 0.68466006 0.65265915 0.66974149]] [[0.85800928 0.8858366 0.85158758 0.88512308]] [[0.86131761 0.90079467 0.85913868 0.89964112]]]],[[0.06616297 0.12022053 0.42761308 0.22473724 0.06973945 0.09152672]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.94163357 0.98005526 0.93127266 0.97418408]] [[0.77542496 0.78271005 0.76823701 0.78212725]] [[0.65846714 0.66791937 0.65140645 0.65254527]] [[0.84231181 0.84409561 0.82982519 0.83303603]] [[0.87836452 0.88054345 0.86131761 0.86541912]]]],[[0.05296356 0.09852531 0.13774799 0.23235023 0.03074965 0.4476633 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.95233984 0.96304611 0.93878432 0.95121741]] [[0.79864012 0.80009713 0.78076736 0.78562409]] [[0.6715636 0.68420453 0.6645029 0.67042478]] [[0.8740635 0.87513379 0.85943632 0.86443097]] [[0.89284799 0.89284799 0.87490387 0.88849013]]]],[[0.05394599 0.40301445 0.10866578 0.09701091 0.05420145 0.2831614 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.94612329 0.94646866 0.92652392 0.94171991]] [[0.8135017 0.81369597 0.79232637 0.80058281]] [[0.67042478 0.68135748 0.66313632 0.67759936]] [[0.88191224 0.88690689 0.87513379 0.88476632]] [[0.89707767 0.90707511 0.88413227 0.8983594 ]]]],[[0.38039428 0.08490196 0.21813689 0.14550778 0.03020783 0.14085126]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.95303056 0.95847004 0.9285961 0.93256778]] [[0.81583293 0.8160272 0.78960661 0.79854298]] [[0.71973579 0.72019132 0.66279467 0.66461679]] [[0.91901534 0.9193721 0.88690689 0.90688548]] [[0.90579339 0.90656242 0.87618559 0.88182517]]]],[[0.15296675 0.0885023 0.08266748 0.47622433 0.0354397 0.1641994 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.9564842 0.96157831 0.94171991 0.94871352]] [[0.83380282 0.83836814 0.82068966 0.82370083]] [[0.7280492 0.73772919 0.70834757 0.72281061]] [[0.94505887 0.94719943 0.93756689 0.94220478]] [[0.92578826 0.92719815 0.90899769 0.9107921 ]]]],[[0.02614901 0.17844914 0.40251938 0.12979364 0.08382338 0.1792654 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.96106027 0.96477292 0.94776377 0.95518909]] [[0.82710053 0.83535697 0.82408936 0.83147159]] [[0.72793531 0.73715978 0.72064685 0.72565767]] [[0.9393507 0.9447021 0.93043168 0.94149126]] [[0.92386568 0.9297616 0.92066137 0.92566009]]]],[[0.04343989 0.06863896 0.05779991 0.36717725 0.11376755 0.34917644]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.9564842 0.96503195 0.9446555 0.96477292]] [[0.78339 0.80718796 0.76755707 0.79844585]] [[0.75481152 0.75913905 0.7331739 0.73841248]] [[0.9546914 0.95611844 0.94220478 0.95076704]] [[0.93847731 0.93860549 0.92860805 0.93155601]]]],[[0.15427513 0.27644527 0.08081992 0.17207238 0.15843527 0.15795206]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.94543257 0.95139009 0.9342946 0.95139009]] [[0.79902865 0.80116561 0.77901894 0.7814473 ]] [[0.7709828 0.77906844 0.75116729 0.75207835]] [[0.94256154 0.94398858 0.92793436 0.93721013]] [[0.94719303 0.94757754 0.9334786 0.93565752]]]],[[0.1798367 0.29186362 0.14609517 0.14099021 0.14789827 0.09331601]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.96805388 0.96943533 0.94534623 0.94974961]] [[0.81418164 0.81495872 0.79640602 0.80048567]] [[0.78248491 0.7909122 0.7665414 0.77667692]] [[0.94898323 0.95041027 0.94220478 0.94648591]] [[0.94821841 0.9496283 0.94078441 0.94898744]]]],[[0.12245793 0.3459425 0.10245977 0.20105371 0.05792589 0.17016016]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.96356415 0.97349335 0.9621827 0.97332067]] [[0.81515299 0.82408936 0.8084507 0.81262749]] [[0.80059219 0.80252819 0.7857875 0.79307596]] [[0.9529076 0.95647521 0.94719943 0.95148056]] [[0.9611638 0.96680338 0.94424507 0.94514227]]]],[[0.09354276 0.25611576 0.22386092 0.11241895 0.07964314 0.2344185 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.96520463 0.97090313 0.95562079 0.95682956]] [[0.81253035 0.82214667 0.80922778 0.80932492]] [[0.79353149 0.80081995 0.7787268 0.79136773]] [[0.94220478 0.95504816 0.94149126 0.94327506]] [[0.96129198 0.96449628 0.95039733 0.95437067]]]],[[0.06749215 0.43711558 0.10489497 0.1451696 0.16176468 0.08356299]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.95156277 0.96287342 0.94595061 0.96088758]] [[0.81398737 0.82302088 0.81010199 0.81593006]] [[0.78054891 0.79375925 0.7677941 0.79148161]] [[0.92793436 0.94077774 0.92686407 0.93506957]] [[0.9510382 0.96462446 0.94488593 0.95924122]]]],[[0.01438207 0.04287729 0.42032632 0.43302447 0.01204889 0.07734098]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.96580901 0.96788119 0.95398031 0.95777931]] [[0.84283633 0.84371054 0.81680427 0.81777562]] [[0.81744676 0.82496299 0.78874843 0.78965949]] [[0.9628969 0.96325366 0.94719943 0.94862647]] [[0.96564983 0.96654704 0.95590874 0.96077929]]]],[[0.07987193 0.5840964 0.12514478 0.11046718 0.02639495 0.07402474]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.95872906 0.96701779 0.95432568 0.96511829]] [[0.86129189 0.86478873 0.83710539 0.84672171]] [[0.81983829 0.83862886 0.81095547 0.82564628]] [[0.96967535 0.97003211 0.95790225 0.96860507]] [[0.9741092 0.9810305 0.95860036 0.96552166]]]],[[0.14791046 0.08642074 0.13914144 0.06460285 0.17395198 0.38797253]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.96468658 0.96485926 0.95069936 0.95665688]] [[0.85866926 0.85954347 0.84536183 0.85624089]] [[0.82735452 0.83134039 0.81448582 0.81767452]] [[0.97859436 0.97930788 0.96931859 0.97574028]] [[0.98679826 0.99115611 0.973212 0.973212 ]]]],[[0.03241836 0.30598006 0.26360616 0.14411777 0.043139  0.21073861]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.98230012 0.98575376 0.95682956 0.96131929]] [[0.84351627 0.86109762 0.83943662 0.85624089]] [[0.81756064 0.83134039 0.81482747 0.83122651]] [[0.97145915 0.97538352 0.96682126 0.97217267]] [[0.97769803 0.98551653 0.973212 0.98231223]]]],[[0.04136438 0.27114084 0.1196782 0.16509709 0.165747  0.23697238]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.98221378 0.99792782 0.98169573 0.98428596]] [[0.83661972 0.85060709 0.83409422 0.84720738]] [[0.79125384 0.81756064 0.78453479 0.81608017]] [[1.00249732 1.01569747 1.00142704 1.01284338]] [[0.9671879 0.9861574 0.96526532 0.9861574 ]]]],[[0.06823204 0.5268767 0.23902045 0.04314358 0.09047697 0.03225034]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.99723709 0.99723709 0.98514937 0.98713521]] [[0.85925206 0.86284604 0.8407965 0.8407965 ]] [[0.80845006 0.81573853 0.7979729 0.79899784]] [[1.02533 1.02925437 1.01498395 1.01534071]] [[0.97949244 0.98500385 0.969495 0.97269931]]]],[[0.04975515 0.40825126 0.2308165 0.24318112 0.03938699 0.02860892]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.02814712 1.02944224 1.00440338 1.007598 ]] [[0.85342399 0.86877125 0.84934434 0.86449733]] [[0.86117754 0.86277189 0.82951828 0.84250085]] [[1.02747057 1.03282198 1.00927578 1.02033535]] [[0.98782363 0.99500128 0.96065112 0.99282235]]]],[[0.07164514 0.3539457 0.07251066 0.07817943 0.13467322 0.28904584]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.99533759 1.01994474 0.99222932 1.01951304]] [[0.86294318 0.87129675 0.85099563 0.85390966]] [[0.86949095 0.88167635 0.85559731 0.85912766]] [[1.03246522 1.03745986 1.02818409 1.03638958]] [[1.00205076 1.003717 0.98807998 1.00076903]]]],[[0.1294763 0.10448005 0.20618038 0.3193501 0.20752281 0.03299046]]
[[[[1.0 1.0 1.0 1.0 ]] [[0.98903471 1.00621654 0.98419962 0.99637368]] [[0.85526955 0.86304031 0.85293832 0.86109762]] [[0.90468056 0.94283111 0.89112857 0.93508712]] [[1.02033535 1.0217624 1.00856225 1.01498395]] [[0.99359139 1.00205076 0.98769546 1.00012817]]]],[[0.11490643 0.1484488 0.04163112 0.04630323 0.10705095 0.5416595 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.0297876 1.03004662 1.00207218 1.00958384]] [[0.8596406 0.86284604 0.85070423 0.8590578 ]] [[0.93782029 0.94009794 0.90194739 0.90513609]] [[1.0335355 1.03638958 1.01783803 1.02318944]] [[1.01089464 1.01115099 0.99256601 0.99743655]]]],[[0.02651788 0.14382266 0.32078877 0.03288568 0.4559948 0.01999015]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.04066655 1.04204801 1.02115351 1.02486617]] [[0.85594949 0.8596406 0.85002428 0.85730937]] [[0.93633982 0.93987017 0.92039631 0.93349277]] [[1.00249732 1.00784873 0.97502676 1.00463789]] [[1.00628044 1.00884389 0.99884645 1.00730582]]]],[[0.01968331 0.10484124 0.06328555 0.28000957 0.1056678 0.4265125 ]]
[[[[1.0 1.0 1.0 1.0 ]] [[1.03177344 1.04662407 1.03134174 1.04463823]] [[0.86119475 0.86925692 0.85381253 0.85468674]] [[0.95467487 0.96162168 0.94066735 0.94180617]] [[1.01320014 1.02211916 1.01284338 1.01783803]] [[0.99436042 1.01012561 0.99410408 1.00897206]]]],[[0.21926151 0.1034518 0.16215077 0.35477018 0.06342516 0.09694055]]
